log(T),H0+,H1+,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,4.215,2.146,0.003,9.795,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.6,5.125,2.761,0.001,7.04,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.7,5.904,3.273,0,4.844,13.296,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.8,6.567,3.689,0,3.124,9.25,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.9,7.097,3.992,0.006,1.836,6.171,13.637,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5,7.488,4.171,0.054,0.93,3.891,9.485,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.1,7.864,4.35,0.236,0.383,2.268,6.37,12.364,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.2,8.367,4.668,0.603,0.164,1.185,4.08,8.509,14.65,15,15,15,15,15,,,,,,,,,,,,,,,,
5.3,9.034,5.161,1.133,0.207,0.52,2.424,5.592,10.209,15,15,15,15,15,,,,,,,,,,,,,,,,
5.4,9.892,5.852,1.832,0.489,0.214,1.298,3.44,6.82,11.419,15,15,15,15,,,,,,,,,,,,,,,,
5.5,10.919,6.721,2.677,0.97,0.201,0.604,1.907,4.276,7.679,12.197,15,15,15,,,,,,,,,,,,,,,,
5.6,12.125,7.777,3.681,1.652,0.461,0.296,0.914,2.454,4.872,8.185,11.548,15,15,,,,,,,,,,,,,,,,
5.7,13.533,9.039,4.868,2.548,0.99,0.351,0.405,1.264,2.866,5.193,7.48,15,15,,,,,,,,,,,,,,,,
5.8,15,10.487,6.22,3.633,1.754,0.711,0.299,0.594,1.517,3.036,4.444,15,15,,,,,,,,,,,,,,,,
5.9,15,12.108,7.732,4.898,2.73,1.342,0.537,0.36,0.714,1.569,2.255,12.993,15,,,,,,,,,,,,,,,,
6,15,13.985,9.487,6.423,3.994,2.302,1.158,0.583,0.456,0.761,0.851,9.171,15,,,,,,,,,,,,,,,,
6.1,15,15,11.615,8.334,5.665,3.703,2.262,1.343,0.806,0.651,0.244,6.62,14.358,,,,,,,,,,,,,,,,
6.2,15,15,13.847,10.36,7.468,5.262,3.556,2.335,1.445,0.899,0.079,4.887,10.894,,,,,,,,,,,,,,,,
6.3,15,15,15,12.238,9.138,6.71,4.763,3.273,2.073,1.191,0.033,3.575,8.182,,,,,,,,,,,,,,,,
6.4,15,15,15,13.913,10.618,7.983,5.816,4.083,2.609,1.434,0.019,2.541,6.013,,,,,,,,,,,,,,,,
6.5,15,15,15,15,11.912,9.085,6.715,4.76,3.041,1.611,0.02,1.728,4.274,,,,,,,,,,,,,,,,
6.6,15,15,15,15,13.064,10.057,7.495,5.335,3.397,1.746,0.044,1.11,2.898,,,,,,,,,,,,,,,,
6.7,15,15,15,15,14.144,10.965,8.224,5.873,3.737,1.894,0.118,0.677,1.838,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,11.884,8.973,6.442,4.124,2.113,0.274,0.427,1.067,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,12.871,9.799,7.098,4.612,2.45,0.544,0.36,0.562,,,,,,,,,,,,,,,,
7,15,15,15,15,15,13.938,10.711,7.848,5.205,2.904,0.921,0.45,0.281,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,11.667,8.649,5.858,3.425,1.355,0.629,0.142,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,12.62,9.453,6.521,3.96,1.794,0.838,0.076,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,13.549,10.239,7.171,4.484,2.214,1.046,0.044,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,14.448,10.999,7.798,4.987,2.607,1.242,0.027,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,11.734,8.404,5.468,2.973,1.424,0.017,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,12.445,8.988,5.928,3.317,1.592,0.011,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,13.136,9.554,6.371,3.639,1.749,0.008,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,13.809,10.103,6.797,3.946,1.896,0.006,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,14.465,10.639,7.211,4.238,2.035,0.004,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,11.162,7.613,4.52,2.168,0.003,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,11.676,8.007,4.794,2.296,0.002,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,12.183,8.395,5.063,2.422,0.002,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,12.685,8.779,5.328,2.547,0.001,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,13.184,9.16,5.592,2.67,0.001,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,13.682,9.542,5.857,2.795,0.001,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,14.181,9.925,6.124,2.921,0.001,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,14.682,10.311,6.395,3.049,0,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,10.701,6.67,3.18,0,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,11.096,6.952,3.315,0,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,11.497,7.24,3.453,0,,,,,,,,,,,,,,,,
log(T),Al0+,Al1+,Al2+,Al3+,Al4+,Al5+,Al6+,Al7+,Al8+,Al9+,Al10+,Al11+,Al12+,Al13+,,,,,,,,,,,,,,,
4,1.422,0.017,6.249,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.1,1.765,0.008,4.422,12.816,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.2,1.969,0.005,3.074,9.001,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.3,2.145,0.007,2.03,5.972,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.4,2.338,0.03,1.206,3.545,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.5,2.616,0.137,0.61,1.653,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.6,3.214,0.562,0.446,0.434,12.598,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.7,4.382,1.558,0.94,0.067,9.42,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.8,5.639,2.643,1.592,0.012,6.78,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
4.9,6.76,3.592,2.165,0.003,4.742,12.007,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
5,7.731,4.39,2.631,0.001,3.178,8.413,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
5.1,8.539,5.028,2.973,0.005,1.984,5.652,11.991,15,15,15,15,15,15,15,,,,,,,,,,,,,,,
5.2,9.193,5.515,3.193,0.038,1.085,3.533,8.253,14.722,15,15,15,15,15,15,,,,,,,,,,,,,,,
5.3,9.815,5.972,3.407,0.18,0.484,1.966,5.378,10.22,15,15,15,15,15,15,,,,,,,,,,,,,,,
5.4,10.583,6.577,3.789,0.531,0.231,0.932,3.279,6.809,11.616,15,15,15,15,15,,,,,,,,,,,,,,,
5.5,11.567,7.401,4.405,1.112,0.311,0.377,1.849,4.313,7.867,12.533,15,15,15,15,,,,,,,,,,,,,,,
5.6,12.736,8.41,5.22,1.871,0.648,0.191,0.943,2.54,5.069,8.54,12.979,15,15,15,,,,,,,,,,,,,,,
5.7,14.048,9.564,6.191,2.761,1.175,0.283,0.441,1.331,3.025,5.511,8.778,12.068,15,15,,,,,,,,,,,,,,,
5.8,15,10.884,7.337,3.806,1.901,0.64,0.306,0.62,1.629,3.303,5.61,7.867,15,15,,,,,,,,,,,,,,,
5.9,15,12.385,8.671,5.022,2.832,1.252,0.506,0.345,0.792,1.792,3.314,4.726,15,15,,,,,,,,,,,,,,,
6,15,14.065,10.192,6.413,3.965,2.103,1.005,0.445,0.426,0.863,1.741,2.459,12.648,15,,,,,,,,,,,,,,,
6.1,15,15,11.965,8.049,5.362,3.247,1.843,0.94,0.528,0.491,0.837,0.98,8.888,15,,,,,,,,,,,,,,,
6.2,15,15,14.117,10.058,7.151,4.803,3.127,1.925,1.174,0.733,0.634,0.298,6.371,13.683,,,,,,,,,,,,,,,
6.3,15,15,15,12.215,9.102,6.539,4.618,3.148,2.1,1.31,0.833,0.099,4.691,10.381,,,,,,,,,,,,,,,
6.4,15,15,15,14.24,10.933,8.168,6.023,4.311,2.998,1.903,1.099,0.043,3.438,7.815,,,,,,,,,,,,,,,
6.5,15,15,15,15,12.572,9.618,7.266,5.332,3.779,2.414,1.326,0.024,2.456,5.767,,,,,,,,,,,,,,,
6.6,15,15,15,15,14.028,10.892,8.348,6.208,4.435,2.83,1.495,0.024,1.687,4.126,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,12.035,9.309,6.977,5.001,3.18,1.631,0.048,1.101,2.825,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,13.11,10.213,7.7,5.534,3.518,1.782,0.118,0.686,1.818,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,14.186,11.126,8.442,6.097,3.902,2.002,0.266,0.439,1.077,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,12.101,9.254,6.74,4.38,2.331,0.519,0.363,0.586,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,13.15,10.147,7.472,4.957,2.77,0.874,0.435,0.304,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,14.235,11.084,8.254,5.593,3.274,1.285,0.594,0.159,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,12.021,9.043,6.242,3.795,1.705,0.786,0.088,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,12.938,9.817,6.881,4.307,2.11,0.982,0.052,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,13.828,10.568,7.5,4.8,2.491,1.169,0.032,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,14.69,11.295,8.099,5.273,2.848,1.343,0.021,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,12,8.677,5.727,3.183,1.506,0.014,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,12.684,9.237,6.163,3.499,1.658,0.01,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,13.351,9.781,6.584,3.8,1.802,0.007,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,14.003,10.312,6.993,4.088,1.938,0.005,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,14.642,10.831,7.391,4.366,2.069,0.004,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,11.342,7.781,4.637,2.197,0.003,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,11.845,8.166,4.903,2.322,0.002,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,12.345,8.548,5.167,2.446,0.002,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,12.842,8.927,5.43,2.57,0.001,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,13.338,9.308,5.694,2.695,0.001,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,13.836,9.69,5.961,2.821,0.001,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,14.336,10.075,6.232,2.95,0,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,14.84,10.465,6.508,3.082,0,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,10.861,6.791,3.218,0,,,,,,,,,,,,,,,
log(T),Si0+,Si1+,Si2+,Si3+,Si4+,Si5+,Si6+,Si7+,Si8+,Si9+,Si10+,Si11+,Si12+,Si13+,Si14+,,,,,,,,,,,,,,
4,0.638,0.113,4.786,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.1,1.435,0.017,2.955,13.766,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.2,2.109,0.014,1.627,9.882,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.3,2.645,0.089,0.739,6.96,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.4,3.18,0.323,0.281,4.929,11.328,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.5,3.749,0.67,0.105,3.499,7.915,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.6,4.299,1.03,0.044,2.42,5.235,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.7,4.82,1.372,0.032,1.567,3.088,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.8,5.359,1.737,0.086,0.92,1.39,12.195,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
4.9,6.196,2.402,0.473,0.718,0.33,8.432,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
5,7.543,3.578,1.4,1.142,0.052,5.929,14.241,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
5.1,8.904,4.771,2.366,1.675,0.011,4.161,10.346,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,
5.2,10.094,5.794,3.183,2.114,0.004,2.814,7.331,14.01,15,15,15,15,15,15,15,,,,,,,,,,,,,,
5.3,11.088,6.621,3.82,2.418,0.009,1.766,4.957,9.988,15,15,15,15,15,15,15,,,,,,,,,,,,,,
5.4,11.935,7.303,4.318,2.617,0.051,0.968,3.091,6.783,11.81,15,15,15,15,15,15,,,,,,,,,,,,,,
5.5,12.788,7.992,4.825,2.854,0.208,0.445,1.701,4.301,7.99,12.847,15,15,15,15,15,,,,,,,,,,,,,,
5.6,13.794,8.834,5.494,3.277,0.565,0.248,0.799,2.502,5.112,8.718,13.344,15,15,15,15,,,,,,,,,,,,,,
5.7,15,9.883,6.378,3.935,1.145,0.37,0.345,1.315,3.056,5.644,9.099,13.327,15,15,15,,,,,,,,,,,,,,
5.8,15,11.116,7.453,4.802,1.917,0.755,0.256,0.628,1.669,3.429,5.921,9.032,12.178,15,15,,,,,,,,,,,,,,
5.9,15,12.512,8.697,5.855,2.857,1.361,0.466,0.347,0.821,1.907,3.604,5.805,7.971,15,15,,,,,,,,,,,,,,
6,15,14.077,10.112,7.092,3.969,2.178,0.945,0.417,0.424,0.958,1.997,3.455,4.82,15,15,,,,,,,,,,,,,,
6.1,15,15,11.709,8.522,5.266,3.21,1.68,0.805,0.419,0.496,0.984,1.835,2.539,12.072,15,,,,,,,,,,,,,,
6.2,15,15,13.557,10.213,6.818,4.52,2.725,1.547,0.822,0.512,0.537,0.885,1.042,8.45,15,,,,,,,,,,,,,,
6.3,15,15,15,12.284,8.748,6.226,4.189,2.742,1.718,1.076,0.705,0.632,0.333,6.028,12.853,,,,,,,,,,,,,,
6.4,15,15,15,14.525,10.847,8.116,5.856,4.166,2.873,1.938,1.225,0.793,0.116,4.428,9.749,,,,,,,,,,,,,,
6.5,15,15,15,15,12.832,9.904,7.436,5.524,3.986,2.789,1.776,1.033,0.051,3.247,7.349,,,,,,,,,,,,,,
6.6,15,15,15,15,14.628,11.514,8.851,6.732,4.968,3.534,2.255,1.242,0.031,2.327,5.437,,,,,,,,,,,,,,
6.7,15,15,15,15,15,12.953,10.104,7.793,5.819,4.168,2.65,1.401,0.03,1.608,3.907,,,,,,,,,,,,,,
6.8,15,15,15,15,15,14.266,11.239,8.748,6.576,4.724,2.993,1.538,0.055,1.061,2.691,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,12.318,9.655,7.297,5.256,3.332,1.696,0.126,0.671,1.747,,,,,,,,,,,,,,
7,15,15,15,15,15,15,13.4,10.574,8.04,5.822,3.719,1.922,0.272,0.439,1.051,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,14.534,11.552,8.85,6.464,4.197,2.251,0.517,0.366,0.585,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,12.595,9.734,7.188,4.766,2.682,0.857,0.428,0.313,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,13.672,10.657,7.958,5.39,3.172,1.249,0.573,0.17,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,14.744,11.582,8.735,6.027,3.679,1.65,0.752,0.097,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,12.488,9.499,6.655,4.178,2.039,0.935,0.058,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,13.369,10.241,7.265,4.661,2.407,1.113,0.037,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,14.222,10.96,7.855,5.125,2.754,1.28,0.024,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,11.658,8.425,5.571,3.08,1.437,0.017,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,12.337,8.979,6,3.389,1.584,0.012,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,12.998,9.517,6.415,3.683,1.724,0.008,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,13.645,10.042,6.818,3.966,1.858,0.006,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,14.279,10.557,7.211,4.24,1.987,0.005,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,14.904,11.064,7.598,4.508,2.114,0.003,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,11.564,7.979,4.772,2.238,0.003,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,12.061,8.358,5.034,2.362,0.002,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,12.556,8.737,5.296,2.486,0.001,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,13.051,9.116,5.56,2.611,0.001,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,13.548,9.497,5.827,2.738,0.001,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,14.047,9.883,6.099,2.868,0.001,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,14.551,10.273,6.376,3.001,0,,,,,,,,,,,,,,
log(T),P0+,P1+,P2+,P3+,P4+,P5+,P6+,P7+,P8+,P9+,P10+,P11+,P12+,P13+,P14+,P15+,,,,,,,,,,,,,
4,0.089,0.733,6.302,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.1,0.67,0.105,3.573,13.045,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.2,1.541,0.017,2.014,8.887,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.3,2.213,0.04,1.091,5.922,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.4,2.647,0.157,0.522,3.792,12.363,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.5,3.05,0.409,0.219,2.322,8.92,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.6,3.524,0.767,0.107,1.329,6.353,12.26,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.7,4.082,1.207,0.14,0.671,4.421,8.516,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.8,4.749,1.748,0.325,0.294,3.001,5.632,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
4.9,5.502,2.363,0.625,0.126,1.97,3.415,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
5,6.29,3.007,0.987,0.089,1.212,1.693,10.639,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
5.1,7.25,3.817,1.54,0.297,0.811,0.505,7.118,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
5.2,8.686,5.099,2.59,1.042,1.037,0.089,4.881,11.666,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
5.3,10.218,6.475,3.751,1.932,1.478,0.02,3.387,8.429,15,15,15,15,15,15,15,15,,,,,,,,,,,,,
5.4,11.568,7.668,4.743,2.678,1.829,0.01,2.248,5.897,11.078,15,15,15,15,15,15,15,,,,,,,,,,,,,
5.5,12.724,8.667,5.553,3.262,2.062,0.024,1.361,3.889,7.716,12.646,15,15,15,15,15,15,,,,,,,,,,,,,
5.6,13.795,9.58,6.287,3.787,2.269,0.098,0.715,2.336,5.06,8.698,13.408,15,15,15,15,15,,,,,,,,,,,,,
5.7,14.925,10.553,7.09,4.393,2.586,0.31,0.348,1.236,3.061,5.655,9.157,13.562,15,15,15,15,,,,,,,,,,,,,
5.8,15,11.68,8.053,5.172,3.102,0.717,0.283,0.577,1.673,3.426,5.946,9.233,13.213,15,15,15,,,,,,,,,,,,,
5.9,15,12.993,9.207,6.151,3.841,1.336,0.509,0.318,0.823,1.901,3.626,5.994,8.919,11.863,15,15,,,,,,,,,,,,,
6,15,14.487,10.548,7.326,4.795,2.161,0.997,0.401,0.425,0.958,2.038,3.649,5.716,7.743,15,15,,,,,,,,,,,,,
6.1,15,15,12.069,8.688,5.956,3.184,1.723,0.782,0.406,0.491,1.045,2.029,3.399,4.673,15,15,,,,,,,,,,,,,
6.2,15,15,13.776,10.243,7.324,4.409,2.68,1.439,0.722,0.43,0.548,1.01,1.807,2.46,11.275,15,,,,,,,,,,,,,
6.3,15,15,15,12.058,8.964,5.903,3.93,2.42,1.406,0.788,0.537,0.559,0.882,1.019,7.873,15,,,,,,,,,,,,,
6.4,15,15,15,14.237,10.98,7.77,5.572,3.818,2.539,1.634,1.063,0.709,0.632,0.339,5.611,11.918,,,,,,,,,,,,,
6.5,15,15,15,15,13.152,9.793,7.385,5.408,3.889,2.726,1.872,1.192,0.772,0.124,4.119,9.043,,,,,,,,,,,,,
6.6,15,15,15,15,15,11.706,9.101,6.916,5.177,3.78,2.673,1.705,0.989,0.058,3.021,6.823,,,,,,,,,,,,,
6.7,15,15,15,15,15,13.439,10.647,8.269,6.327,4.713,3.375,2.153,1.178,0.037,2.169,5.057,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,12.037,9.477,7.344,5.529,3.98,2.529,1.328,0.037,1.505,3.642,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,13.316,10.583,8.271,6.267,4.522,2.864,1.466,0.065,1,2.517,,,,,,,,,,,,,
7,15,15,15,15,15,15,14.543,11.645,9.162,6.98,5.051,3.206,1.632,0.14,0.642,1.643,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,12.717,10.072,7.722,5.619,3.601,1.868,0.288,0.431,0.998,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,13.841,11.04,8.529,6.261,4.082,2.203,0.532,0.368,0.568,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,12.068,9.403,6.978,4.646,2.628,0.86,0.428,0.313,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,13.125,10.311,7.735,5.259,3.107,1.236,0.563,0.175,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,14.176,11.22,8.498,5.883,3.6,1.62,0.729,0.103,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,12.111,9.248,6.499,4.087,1.993,0.902,0.063,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,12.978,9.979,7.098,4.559,2.348,1.07,0.041,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,13.82,10.688,7.678,5.013,2.683,1.23,0.027,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,14.639,11.376,8.24,5.45,3,1.381,0.019,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,12.046,8.786,5.871,3.301,1.524,0.013,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,12.7,9.317,6.28,3.589,1.66,0.01,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,13.34,9.837,6.677,3.867,1.791,0.007,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,13.969,10.346,7.066,4.137,1.919,0.005,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,14.589,10.849,7.449,4.401,2.044,0.004,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,11.346,7.828,4.663,2.167,0.003,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,11.84,8.205,4.924,2.291,0.002,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,12.333,8.581,5.185,2.415,0.002,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,12.827,8.96,5.449,2.541,0.001,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,13.323,9.342,5.717,2.669,0.001,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,13.823,9.727,5.99,2.8,0.001,,,,,,,,,,,,,
log(T),S0+,S1+,S2+,S3+,S4+,S5+,S6+,S7+,S8+,S9+,S10+,S11+,S12+,S13+,S14+,S15+,S16+,,,,,,,,,,,,
4,0.181,0.468,8.954,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.1,0.949,0.052,5.894,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.2,1.85,0.006,3.766,11.913,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.3,2.521,0.004,2.163,7.967,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.4,2.899,0.044,1.023,5.016,12.472,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.5,3.228,0.232,0.384,3.068,8.554,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.6,3.671,0.58,0.141,1.884,5.855,13.801,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.7,4.176,0.983,0.087,1.108,3.903,10.045,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.8,4.737,1.427,0.154,0.588,2.449,7.133,12.084,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
4.9,5.394,1.954,0.355,0.295,1.398,4.894,8.28,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5,6.174,2.596,0.706,0.221,0.7,3.219,5.337,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5.1,7.091,3.362,1.211,0.356,0.313,2.021,3.109,12.438,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5.2,8.119,4.233,1.844,0.66,0.175,1.203,1.451,8.425,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5.3,9.391,5.344,2.737,1.256,0.391,0.842,0.406,5.534,12.461,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5.4,11.075,6.865,4.055,2.305,1.107,1.062,0.081,3.758,8.942,15,15,15,15,15,15,15,15,,,,,,,,,,,,
5.5,12.749,8.377,5.375,3.377,1.885,1.406,0.025,2.551,6.335,11.502,15,15,15,15,15,15,15,,,,,,,,,,,,
5.6,14.231,9.696,6.512,4.284,2.527,1.662,0.022,1.628,4.285,8.111,12.906,15,15,15,15,15,15,,,,,,,,,,,,
5.7,15,10.884,7.525,5.081,3.081,1.871,0.062,0.935,2.686,5.425,8.971,13.453,15,15,15,15,15,,,,,,,,,,,,
5.8,15,12.059,8.532,5.885,3.661,2.14,0.198,0.485,1.513,3.374,5.914,9.252,13.395,15,15,15,15,,,,,,,,,,,,
